2024-07-03 18:31:25 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-dpjjp2bj-sesstime-20-keep-true:databurning@pr.roxlabs.cn:4600
2024-07-03 19:01:35 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-0mais6cy-sesstime-20-keep-true:databurning@pr.roxlabs.cn:4600
2024-07-03 19:01:35 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:01:39 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 19:01:39 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 19:01:39 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-07-03 19:01:44 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:01:47 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:41:53 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-p0w6rgrr-sesstime-20-keep-true:databurning@pr.roxlabs.cn:4600
2024-07-03 19:41:53 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:41:59 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 19:41:59 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 19:41:59 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-07-03 19:42:05 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:42:07 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:54:58 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-pvzqx8uy-sesstime-20-keep-true:databurning@pr.roxlabs.cn:4600
2024-07-03 19:54:58 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:55:03 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 19:55:03 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 19:55:03 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-07-03 19:55:08 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:55:11 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:55:14 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:55:20 | INFO | Request | Request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-07-03 19:55:24 | INFO | Request | Request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-07-03 19:56:09 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:56:09 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:56:09 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:56:09 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:56:09 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:56:38 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:7890
2024-07-03 19:56:38 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:56:40 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 19:56:40 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 19:56:40 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-07-03 19:56:41 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 19:56:43 | INFO | Request | Request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-07-03 19:56:44 | INFO | Request | Request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-07-03 19:56:45 | INFO | Request | Request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-07-03 19:56:57 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-03 19:56:57 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:56:58 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:57:00 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:57:02 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:57:03 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:59:46 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-03 19:59:46 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:59:47 | Level 20 | after | after.py | Finished call to 'common.Request.Request.get' after get请求失败, 1.594(s), this was the 1st time calling it.
2024-07-03 19:59:47 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:59:49 | Level 20 | after | after.py | Finished call to 'common.Request.Request.get' after get请求失败, 3.297(s), this was the 2nd time calling it.
2024-07-03 19:59:49 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:59:51 | Level 20 | after | after.py | Finished call to 'common.Request.Request.get' after get请求失败, 4.922(s), this was the 3rd time calling it.
2024-07-03 19:59:51 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:59:52 | Level 20 | after | after.py | Finished call to 'common.Request.Request.get' after get请求失败, 6.547(s), this was the 4th time calling it.
2024-07-03 19:59:52 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 19:59:54 | Level 20 | after | after.py | Finished call to 'common.Request.Request.get' after get请求失败, 8.157(s), this was the 5th time calling it.
2024-07-03 20:00:11 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-03 20:00:20 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:07:51 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-03 20:07:51 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:07:54 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 2.047(s), 第1st 次重试
2024-07-03 20:07:54 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:07:55 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 3.531(s), 第2nd 次重试
2024-07-03 20:07:55 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:07:57 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 5.125(s), 第3rd 次重试
2024-07-03 20:07:57 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:05 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-03 20:08:05 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:06 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 1.391(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:06 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:08 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 3.047(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:08 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:10 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 4.750(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:10 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:12 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 6.797(s), 第4th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:12 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:15 | INFO | logger | logger.py | 函数 'common.Request.Request.get' 耗时 9.719(s), 第5th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:49 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-03 20:08:49 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:50 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 1.422(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:50 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:52 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 3.172(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:52 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:54 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 4.875(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:54 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:55 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 6.313(s), 第4th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:08:55 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:08:58 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 8.672(s), 第5th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": connection error: COMPRESSION_ERROR"}
2024-07-03 20:09:29 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-03 20:09:29 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-03 20:09:30 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 20:09:30 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 20:09:30 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-07-03 20:09:32 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 1.485(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-03 20:09:32 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 20:09:32 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 1.735(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-03 20:09:32 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 20:09:33 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 2.985(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-03 20:09:33 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 20:09:34 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 4.172(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-03 20:09:34 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 20:09:35 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 4.828(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-03 20:09:35 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 20:09:36 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 5.672(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-03 20:09:36 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 20:09:37 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 6.625(s), 第4th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-03 20:09:37 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-03 20:09:38 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 7.375(s), 第4th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-03 20:09:38 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-03 20:09:38 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 8.016(s), 第5th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-04 10:16:29 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-04 10:16:29 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:16:29 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 0.016(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": proxyconnect tcp: dial tcp 127.0.0.1:8888: connectex: No connection could be made because the target machine actively refused it."}
2024-07-04 10:16:29 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:16:29 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 0.016(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": proxyconnect tcp: dial tcp 127.0.0.1:8888: connectex: No connection could be made because the target machine actively refused it."}
2024-07-04 10:16:29 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:16:29 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 0.016(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": proxyconnect tcp: dial tcp 127.0.0.1:8888: connectex: No connection could be made because the target machine actively refused it."}
2024-07-04 10:16:29 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:16:29 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 0.016(s), 第4th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": proxyconnect tcp: dial tcp 127.0.0.1:8888: connectex: No connection could be made because the target machine actively refused it."}
2024-07-04 10:16:29 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:16:29 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 0.031(s), 第5th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": proxyconnect tcp: dial tcp 127.0.0.1:8888: connectex: No connection could be made because the target machine actively refused it."}
2024-07-04 10:53:33 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-04 10:53:42 | INFO | proxy | proxy.py | Proxy is http://127.0.0.1:8888
2024-07-04 10:53:42 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:53:43 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-04 10:53:43 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-04 10:53:43 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-07-04 10:53:46 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 2.453(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-04 10:53:46 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 2.453(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-04 10:53:46 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-04 10:53:46 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-04 10:53:47 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 3.578(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-04 10:53:47 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-04 10:53:47 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 3.938(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-04 10:53:47 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-04 10:53:49 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 5.375(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-04 10:53:49 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-04 10:53:49 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 5.453(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-04 10:53:49 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-04 10:53:50 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 6.828(s), 第4th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-04 10:53:50 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-07-04 10:53:50 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 6.875(s), 第4th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/dm/wl/cg": EOF"}
2024-07-04 10:53:50 | INFO | Request | Request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-07-04 10:53:51 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 8.172(s), 第5th 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/phantom/xg/pfb/a3": EOF"}
2024-07-04 10:54:13 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-opq2sjjn-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-07-04 10:54:13 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:54:17 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 3.828(s), 第1st 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": unexpected EOF"}
2024-07-04 10:54:17 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:54:20 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 7.641(s), 第2nd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": unexpected EOF"}
2024-07-04 10:54:20 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
2024-07-04 10:54:25 | WARNING | logger | logger.py | 函数 'common.Request.Request.get' 耗时 12.438(s), 第3rd 次重试异常内容[Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/api/server/_stm": unexpected EOF"}
2024-07-04 10:54:25 | INFO | Request | Request.py | get: https://www.temu.com/api/server/_stm
